ORIG_STATE,DEST_STATE,COMMODITY,MODE,VALUE
OH,NC,Grains,Rail,48714
WI,IL,Grains,Truck,14821
PA,AR,Wood,Truck,666
OH,OH,Fuels,Truck,1255
MI,VA,Wood,Air,490
KY,IN,Wood,Truck,8
VA,VA,Wood,Truck,1568
FL,FL,Wood,Truck,7537
NC,OH,Wood,Truck,3163
CA,TX,Wood,Truck,6772
CO,NY,Wood,Air,6945
GA,CA,Wood,Truck,7996
CO,CO,Fuels,Truck,1328
MI,MI,Fertilizers,Truck,11705
GA,GA,Wood,Truck,76282
UT,OH,Grains,Truck,136
PA,NJ,Wood,Truck,26275
MA,WI,Wood,Truck,1158
PA,NY,Wood,Truck,4474
GA,GA,Grains,Truck,30245
MO,KY,Fertilizers,Truck,9424
NV,MT,Wood,Truck,4044
FL,FL,Wood,Truck,3207
OH,MD,Wood,Truck,2030
CO,CO,Fuels,Truck,1318
WI,TX,Wood,Truck,29
NM,NM,Wood,Truck,55
NJ,WA,Wood,Truck,228
MO,OH,Wood,Truck,37673
MN,GA,Wood,Truck,1125
KY,KY,Fuels,Truck,1730
WV,IL,Wood,Truck,865
VA,NY,Wood,Truck,4711
UT,CO,Fertilizers,Truck,17520
WA,PA,Grains,Truck,201964
PA,PA,Wood,Truck,215
OK,OK,Fuels,Truck,1082
CA,CA,Wood,Truck,2536
IN,IN,Fuels,Truck,859
SC,LA,Grains,Truck,29945
TN,TN,Wood,Truck,2315
CA,TN,Wood,Truck,805
IL,TX,Wood,Truck,7792
MA,MA,Fertilizers,Truck,3562
TN,LA,Wood,Truck,9622
CA,CA,Wood,Truck,1
OH,PA,Fertilizers,Truck,16334
SD,WI,Wood,Truck,2914
IN,NY,Wood,Truck,35719
PA,PA,Fuels,Truck,1444
MN,WI,Wood,Truck,318
MI,TX,Wood,Truck,167
TX,TX,Wood,Truck,402
NJ,NJ,Grains,Truck,21464
LA,KS,Fertilizers,Rail,125845
OR,WA,Wood,Truck,6166
NY,CA,Wood,Truck,1104
OH,OH,Fuels,Truck,1128
OR,AZ,Grains,Truck,6401
CO,MD,Fuels,Rail,358614
ME,ME,Fertilizers,Truck,35
IA,NE,Fertilizers,Truck,7147
AZ,NY,Grains,Truck,1906
IN,MA,Wood,Truck,771
OH,OH,Grains,Truck,14061
FL,GA,Wood,Truck,82832
CA,FL,Wood,Truck,1523
IL,MS,Wood,Truck,3009
NY,VA,Grains,Rail,52522
NH,CA,Wood,Air,4669
ID,ID,Fertilizers,Truck,15904
MT,MT,Wood,Truck,941
NC,TX,Wood,Truck,39974
OH,MI,Wood,Truck,6350
PA,NJ,Wood,Truck,27981
NE,NE,Wood,Truck,5885
MD,NJ,Wood,Truck,4236
WV,PA,Fuels,Rail,851484
NJ,MD,Grains,Truck,686
IL,IL,Wood,Truck,6
OH,PA,Fuels,Truck,1793
OH,PA,Wood,Truck,6339
OR,WA,Wood,Truck,31151
MI,TN,Fertilizers,Truck,30117
MA,MI,Wood,Truck,2046
MA,PA,Wood,Truck,739
IA,GA,Wood,Truck,40
AL,AL,Fuels,Truck,1929
NY,NY,Wood,Truck,8
ID,AK,Wood,Air,83
TX,FL,Wood,Truck,194
CO,TN,Wood,Air,6
IA,AL,Wood,Truck,3959
WV,IN,Fuels,Rail,1365621
NY,NY,Wood,Truck,3248
CA,CA,Fertilizers,Truck,106
AZ,AZ,Wood,Truck,143
NC,VA,Wood,Truck,1130
MO,MN,Wood,Truck,8694
NC,WV,Wood,Truck,7531
MT,MT,Wood,Truck,1777
ID,WY,Fertilizers,Truck,16750
MN,MN,Grains,Truck,17986
ME,ME,Wood,Truck,28
WI,IL,Wood,Truck,923
OH,OH,Grains,Truck,101
GA,GA,Grains,Truck,851
CT,MO,Wood,Truck,281
FL,FL,Wood,Truck,217
VA,NH,Wood,Truck,1350
CA,IN,Wood,Truck,12975
WI,IL,Wood,Truck,110786
LA,AL,Fertilizers,Truck,2326
PA,MD,Fertilizers,Truck,9500
AZ,AZ,Grains,Truck,9691
MA,NY,Wood,Truck,94
CA,CA,Wood,Truck,11433
WI,FL,Grains,Truck,9394
IL,IL,Wood,Truck,614
AL,AL,Fuels,Truck,2551
TN,OH,Wood,Truck,763
FL,FL,Grains,Truck,580
WV,WV,Fuels,Truck,3089
FL,GA,Grains,Truck,5554
IL,KY,Wood,Truck,11071
ID,TX,Grains,Truck,5902
GA,IL,Wood,Truck,2250
OK,OK,Wood,Truck,1482
OR,MT,Wood,Truck,30
FL,NJ,Grains,Truck,320
AZ,CA,Wood,Truck,37059
TX,DE,Wood,Truck,1697
TX,NM,Wood,Truck,16
MD,NC,Wood,Truck,1478
NE,CA,Wood,Truck,4594
IN,IL,Wood,Truck,1394
LA,NC,Fertilizers,Rail,46528
NM,NM,Fertilizers,Truck,6700
KY,IN,Wood,Truck,477
KY,OH,Wood,Truck,490
IL,IL,Wood,Truck,2117
MT,MT,Wood,Truck,14
SC,SC,Grains,Truck,12932
WI,WI,Wood,Truck,1164
IN,IN,Fuels,Truck,894
ND,CA,Fuels,Rail,11574
WA,WA,Fertilizers,Truck,6002
OH,FL,Wood,Truck,159
PA,MA,Wood,Truck,5290
MA,MA,Wood,Truck,33
CA,CA,Fertilizers,Truck,48
IL,IN,Wood,Truck,4985
IN,IN,Wood,Truck,8
IL,MO,Wood,Truck,1444
MA,MA,Wood,Truck,12200
IL,IL,Wood,Truck,5839
FL,FL,Grains,Truck,5999
NY,PA,Grains,Truck,12670
VA,NC,Fuels,Truck,482
IN,IN,Wood,Truck,2
IL,IL,Wood,Truck,24065
MA,TX,Wood,Truck,9482
NC,VA,Fertilizers,Truck,486
CA,IN,Wood,Truck,25
NE,TX,Grains,Rail,49463
KS,NJ,Wood,Truck,1412
AZ,NC,Fertilizers,Truck,2796
AL,AL,Fuels,Truck,2070
OH,TN,Wood,Air,16
WI,WI,Wood,Truck,1059
NC,NC,Wood,Truck,21
ND,AR,Grains,Truck,2456
WY,MO,Fuels,Rail,224243
IL,IL,Wood,Truck,4682
SD,WY,Wood,Truck,107
OH,OH,Wood,Truck,255
WI,IL,Wood,Truck,2081
MO,KS,Wood,Truck,37052
DE,FL,Fertilizers,Truck,15104
CA,VA,Wood,Truck,9414
CT,NY,Wood,Truck,71
WA,AK,Wood,Air,66
TX,TX,Wood,Truck,3724
MA,TX,Wood,Truck,804
WI,KY,Wood,Air,1
VA,IN,Fuels,Rail,2678
NH,NH,Wood,Truck,139
PA,PA,Wood,Truck,20307
WA,WA,Wood,Truck,344
CA,IL,Wood,Truck,11836
CA,CA,Wood,Truck,153
TN,TN,Wood,Truck,220
KY,IL,Wood,Truck,5
FL,FL,Grains,Truck,30372
FL,CA,Grains,Truck,32
FL,FL,Grains,Truck,8134
MN,TX,Wood,Truck,3718
AL,IL,Grains,Truck,3048
MI,SC,Wood,Truck,1535
PA,PA,Fuels,Truck,1017
NV,WA,Wood,Truck,8777
NJ,NJ,Wood,Truck,8
IL,FL,Wood,Truck,6734
MD,VT,Wood,Truck,4340
NJ,NJ,Wood,Truck,19
FL,FL,Wood,Truck,6361
MD,MD,Wood,Truck,1952
TX,CA,Wood,Truck,314
FL,IN,Fertilizers,Rail,102699
PA,TN,Wood,Truck,40339
WI,WI,Fuels,Rail,28246
CA,CA,Fertilizers,Truck,10862
FL,FL,Wood,Truck,3944
OK,KS,Fertilizers,Truck,13229
WA,OR,Wood,Truck,9154
WA,IA,Grains,Truck,610
CA,TX,Grains,Truck,36764
AL,AL,Fuels,Truck,1643
AL,AL,Fuels,Truck,1217
IN,IN,Wood,Truck,93
MI,MI,Wood,Truck,2
IA,WI,Wood,Truck,776
NC,NJ,Wood,Truck,50994
AR,AR,Wood,Truck,3237
KY,MA,Wood,Truck,1509
MT,MT,Wood,Truck,60
OH,IN,Wood,Truck,317
TX,CO,Fertilizers,Truck,9247
IN,IN,Wood,Truck,2
TN,AZ,Wood,Truck,8152
UT,UT,Fuels,Truck,1438
AL,AL,Fuels,Truck,3743
MI,TX,Wood,Truck,193
CA,CA,Grains,Truck,30
UT,CA,Fertilizers,Truck,4430
CA,NJ,Wood,Truck,4379
MI,PA,Wood,Truck,6267
SD,OK,Wood,Truck,635
AL,FL,Wood,Truck,761
IL,IN,Fuels,Truck,810
CA,CA,Fertilizers,Truck,4090
WA,WA,Wood,Truck,34
MN,IL,Wood,Truck,94057
MD,WV,Fuels,Truck,2724
OH,UT,Wood,Truck,1073
OK,OK,Wood,Truck,11
TX,IL,Wood,Truck,21091
AL,MI,Fertilizers,Truck,12995
CA,CA,Fertilizers,Truck,4707
WV,WV,Fuels,Truck,2424
MD,DE,Wood,Truck,7
KY,FL,Fuels,Rail,563330
ID,UT,Grains,Truck,3594
NJ,NJ,Wood,Truck,18
SC,OK,Wood,Truck,264
VA,VA,Wood,Truck,182
IN,CA,Wood,Truck,1427
MI,OH,Wood,Truck,33028
TN,CA,Wood,Truck,595
LA,CA,Fertilizers,Rail,64831
MI,IA,Grains,Truck,2983
CA,CA,Fertilizers,Truck,22912
HI,CA,Grains,Air,38
AL,TX,Grains,Truck,1905
SC,TN,Wood,Truck,442
MI,VT,Grains,Truck,1092
HI,PA,Grains,Air,506
CA,CA,Wood,Truck,158
NH,IL,Wood,Truck,384
NC,CA,Wood,Truck,8458
KY,KY,Fuels,Truck,2045
MI,IL,Grains,Truck,2244
PA,OH,Fertilizers,Truck,959
OK,TX,Wood,Truck,197
IA,IA,Grains,Truck,16223
WA,WA,Wood,Truck,1684
PA,PA,Fertilizers,Truck,2002
CA,UT,Grains,Truck,152
VA,VA,Grains,Truck,58
NV,OR,Wood,Truck,4234
OH,MI,Fertilizers,Truck,9414
CA,CA,Grains,Truck,72
ME,FL,Grains,Truck,3186
SD,SD,Wood,Truck,40
IN,IN,Wood,Truck,34
ID,CA,Grains,Truck,4349
PA,VA,Wood,Air,27
NJ,VT,Grains,Truck,22275
IN,OH,Wood,Truck,3646
FL,SC,Grains,Truck,12472
TX,IL,Fertilizers,Rail,49526
FL,WI,Grains,Truck,7607
WI,NJ,Wood,Truck,4536
MN,FL,Wood,Truck,68310
LA,NY,Wood,Truck,964
OH,IL,Wood,Truck,650
ID,ID,Wood,Truck,1105
MN,ND,Wood,Truck,2
IA,IA,Grains,Truck,14906
IN,IN,Grains,Truck,14378
LA,PA,Fertilizers,Rail,66428
MN,MD,Wood,Truck,2270
TX,OH,Fertilizers,Truck,19770
IL,IL,Wood,Truck,1681
ND,AL,Fuels,Truck,3229
TX,CA,Wood,Truck,9718
FL,FL,Wood,Truck,2993
MI,CA,Wood,Truck,47352
KS,KS,Fertilizers,Truck,8130
MO,IN,Wood,Truck,18737
KS,NY,Wood,Truck,59
IL,NY,Grains,Truck,56
TN,GA,Grains,Truck,172987
OH,OH,Fuels,Rail,6517
VT,VT,Wood,Truck,1487
KY,OH,Wood,Truck,20642
NC,NC,Wood,Truck,6389
NC,NC,Wood,Truck,32
TX,FL,Grains,Truck,11239
MN,ND,Wood,Truck,3629
NC,NC,Wood,Truck,78
OH,MI,Wood,Truck,2554
IL,IL,Wood,Truck,271
HI,HI,Grains,Truck,129
OH,OH,Fuels,Truck,1285
MT,WY,Fuels,Truck,594
OH,TN,Wood,Truck,847
GA,GA,Wood,Truck,4622
TX,TX,Wood,Truck,3327
OH,NJ,Wood,Truck,2117
AR,IA,Grains,Truck,9290
TX,NY,Grains,Truck,31352
MO,FL,Wood,Truck,7100
TN,TN,Wood,Truck,22
MI,IN,Wood,Truck,602
NH,NH,Wood,Truck,111
IN,IN,Wood,Truck,44
GA,FL,Wood,Truck,61207
NE,NE,Fertilizers,Truck,17171
WI,WI,Wood,Truck,7728
NC,SC,Grains,Truck,11682
MA,MA,Grains,Truck,38
KY,KY,Fuels,Truck,1582
CO,CO,Grains,Truck,557
MT,MT,Wood,Truck,249
GA,TX,Wood,Truck,2194
OH,KY,Grains,Truck,3811
MI,DE,Wood,Truck,2001
NE,NE,Wood,Truck,692
CA,CA,Grains,Truck,412
WI,TX,Wood,Truck,169
TX,TX,Wood,Truck,243
MO,CA,Wood,Truck,610
CO,CO,Grains,Truck,7568
WI,IA,Wood,Truck,33
IA,NJ,Wood,Truck,28
IN,IN,Grains,Truck,13582
KY,KY,Fuels,Truck,1573
CA,CA,Wood,Air,699
MD,NC,Wood,Truck,1958
MO,GA,Wood,Truck,12114
OR,CA,Wood,Truck,24538
TX,TX,Wood,Truck,6127
WA,WA,Grains,Truck,40526
PA,TX,Wood,Truck,14302
KS,CT,Wood,Truck,158784
OH,OH,Fuels,Truck,1137
PA,IL,Grains,Truck,11693
IA,IA,Fertilizers,Truck,7472
LA,OR,Fertilizers,Rail,99753
VT,PA,Wood,Truck,1747
NC,NC,Wood,Truck,798
ND,ND,Wood,Truck,1
IN,IN,Fuels,Truck,1135
GA,FL,Wood,Truck,65952
WI,MN,Wood,Truck,3124
TX,TX,Wood,Truck,1792
FL,FL,Grains,Truck,23
NH,CT,Fertilizers,Truck,473
IL,NC,Wood,Truck,518
GA,AL,Grains,Truck,30047
NJ,NV,Wood,Truck,3510
KS,KS,Wood,Truck,205
VA,NC,Wood,Truck,1622
CA,CA,Grains,Truck,64207
AK,AK,Wood,Truck,545
GA,GA,Wood,Truck,156
DE,NJ,Fertilizers,Truck,4344
GA,GA,Grains,Truck,7828
AL,AL,Fuels,Truck,2310
GA,ID,Grains,Truck,169
LA,LA,Wood,Truck,430
FL,TN,Grains,Truck,4363
VA,VA,Grains,Truck,11401
NH,NY,Wood,Truck,3550
OH,IN,Wood,Truck,1573
NY,PA,Wood,Truck,3974
FL,GA,Wood,Truck,1224
CA,AZ,Grains,Truck,73812
ME,PA,Grains,Truck,8369
ME,MA,Fertilizers,Truck,10915
WI,WI,Grains,Truck,7143
CO,CO,Grains,Truck,19
MO,MO,Fertilizers,Truck,6558
OR,MN,Wood,Truck,33
KS,NY,Wood,Truck,16196
TX,TX,Wood,Truck,31
CA,PA,Grains,Truck,17331
OH,CA,Wood,Truck,3456
CA,OR,Grains,Truck,24352
KS,NY,Wood,Truck,2333
IN,IN,Grains,Truck,13672
GA,GA,Wood,Truck,1176
IN,IN,Fuels,Truck,1120
IL,IL,Wood,Truck,15622
PA,MD,Wood,Truck,1528
IA,IA,Grains,Truck,21209
FL,GA,Grains,Truck,10863
MO,NC,Wood,Truck,3749
OH,PA,Wood,Truck,10145
OH,OH,Wood,Truck,40044
FL,IL,Grains,Truck,1124
KY,SC,Wood,Truck,5178
NV,CA,Wood,Truck,1173
MI,TX,Wood,Truck,9138
NC,NC,Wood,Truck,456
NM,NM,Fertilizers,Truck,2029
SD,MN,Grains,Truck,12945
WI,MN,Wood,Truck,2971
MI,NC,Wood,Truck,423
OK,MA,Wood,Truck,1121
FL,SC,Wood,Truck,5592
MI,KY,Grains,Truck,7198
TN,TN,Wood,Truck,9296
WY,KS,Fuels,Rail,174248
IL,OK,Wood,Truck,3429
WA,WA,Fertilizers,Truck,5638
OH,MI,Fertilizers,Truck,24109
CA,WA,Grains,Truck,3334
CO,CO,Wood,Truck,201
IN,VA,Wood,Truck,93179
NM,FL,Fertilizers,Truck,14003
SD,CA,Grains,Rail,65863
HI,AZ,Grains,Air,116
LA,LA,Wood,Truck,1692
LA,TX,Wood,Truck,5649
FL,MN,Grains,Truck,6449
OK,SD,Fertilizers,Rail,11915
VA,VA,Grains,Truck,59
VA,VA,Wood,Truck,789
WI,IL,Wood,Truck,6852
CA,CA,Wood,Truck,6203
NY,NJ,Wood,Truck,55212
FL,TX,Grains,Truck,51969
TN,NC,Wood,Truck,51501
WI,WI,Wood,Truck,1
IL,KY,Wood,Truck,5300
TX,TX,Wood,Truck,8
SD,CA,Wood,Truck,844
IL,PA,Wood,Truck,3969
MT,MT,Wood,Truck,11
KS,MO,Wood,Truck,1059
AL,MI,Fertilizers,Truck,8231
CO,CO,Wood,Truck,54
MO,MO,Wood,Truck,179
VA,NC,Grains,Truck,134818
CA,CA,Wood,Truck,1565
OH,OH,Wood,Truck,607
NY,TX,Wood,Truck,4121
WA,NY,Grains,Truck,3927
OH,GA,Grains,Truck,9735
WY,IL,Fuels,Rail,218710
AL,AL,Wood,Truck,13
IN,IN,Wood,Truck,132
FL,TX,Wood,Truck,11250
KY,IL,Grains,Truck,13172
KS,GA,Wood,Truck,17678
IL,MI,Wood,Truck,2118
WA,TX,Grains,Truck,89417
FL,MA,Grains,Truck,6878
NY,NY,Wood,Truck,1
NC,NC,Wood,Truck,118
MD,CA,Wood,Truck,1861
KY,TN,Fuels,Truck,2044
VA,VA,Wood,Truck,4
WA,WA,Fertilizers,Truck,10683
CA,CA,Fertilizers,Truck,5804
OH,OH,Fuels,Truck,980
NY,MA,Wood,Truck,1365
ID,WA,Grains,Truck,39599
CA,AR,Wood,Truck,5163
IL,IL,Wood,Truck,386
SC,SC,Wood,Truck,72
KS,TX,Wood,Truck,96
MD,IL,Wood,Truck,20926
NJ,NJ,Wood,Truck,8
MO,TX,Wood,Truck,40
GA,FL,Grains,Truck,12316
NC,MD,Grains,Truck,1588
VA,IA,Wood,Truck,3526
LA,LA,Wood,Truck,201
VA,VA,Wood,Truck,36588
IN,IN,Wood,Truck,272
NC,VA,Grains,Truck,124068
KY,FL,Wood,Truck,2884
NE,NE,Grains,Truck,15847
FL,MS,Grains,Truck,1483
TX,TX,Fertilizers,Truck,12169
LA,LA,Fertilizers,Truck,23102
TX,NM,Fertilizers,Truck,2112
OH,WV,Wood,Truck,134
UT,NY,Grains,Truck,235
KY,KY,Wood,Truck,2824
GA,IN,Wood,Truck,368
TX,TX,Wood,Truck,27
TX,TX,Wood,Truck,18830
FL,OH,Grains,Truck,23944
NE,MN,Wood,Truck,4079
VA,IL,Wood,Truck,32679
TX,TX,Wood,Truck,82
GA,GA,Wood,Truck,1905
GA,KS,Wood,Truck,314456
NV,NV,Wood,Truck,111
VT,VT,Wood,Truck,110
IA,DC,Wood,Truck,2678
OH,OH,Wood,Truck,106
IN,IN,Wood,Truck,2
NC,OH,Grains,Truck,6376
WA,LA,Grains,Rail,98148
MN,PA,Wood,Truck,98733
AZ,AZ,Grains,Truck,843
KY,CA,Wood,Truck,3
NH,MD,Wood,Truck,12617
ME,ME,Wood,Truck,5
OH,NY,Wood,Truck,9419
WY,IA,Fuels,Rail,176190
OR,OR,Wood,Truck,8473
MN,CA,Fertilizers,Truck,1985
TX,TX,Grains,Truck,80
CA,CA,Fertilizers,Truck,26
CA,CA,Grains,Truck,102384
CA,CA,Grains,Truck,80288
VA,TN,Fuels,Rail,200667
AL,AL,Fuels,Truck,2036
TX,TX,Wood,Truck,54
LA,TX,Wood,Truck,2460
TN,AR,Fertilizers,Truck,5110
SD,IA,Fertilizers,Truck,3195
MT,MT,Fuels,Truck,413
MS,AR,Grains,Truck,53346
OH,TX,Wood,Truck,23743
TX,CA,Wood,Truck,1506
AL,AL,Fuels,Truck,3871
CA,UT,Wood,Truck,5118
OK,MO,Wood,Truck,235
AZ,AZ,Wood,Truck,619
CA,CO,Wood,Truck,812
KY,FL,Wood,Truck,18416
IA,IA,Grains,Truck,11836
AL,IA,Wood,Truck,4
IL,OH,Wood,Truck,22027
TX,TX,Wood,Truck,13
WA,WA,Grains,Truck,33
CA,MN,Wood,Truck,21170
MD,TX,Wood,Truck,7198
TX,TX,Wood,Truck,941
WV,WV,Wood,Truck,3013
MO,NY,Wood,Truck,1006
NH,VT,Wood,Truck,1169
WI,IL,Wood,Truck,3216
CA,CA,Wood,Truck,99
MN,MN,Wood,Truck,24
WY,LA,Fuels,Rail,195405
UT,ID,Fertilizers,Truck,18210
CA,CA,Grains,Truck,28
AZ,AZ,Grains,Truck,3432
CA,CA,Wood,Truck,1227
AK,AK,Fuels,Rail,131716
DE,DE,Wood,Truck,93
TX,TX,Grains,Truck,1891
IA,IL,Wood,Truck,34047
VA,NY,Wood,Truck,132
MI,NY,Wood,Truck,8808
TN,PA,Wood,Truck,9770
SC,TX,Wood,Truck,2883
ME,NH,Wood,Truck,2916
FL,FL,Grains,Truck,501
WI,IL,Wood,Truck,79082
GA,GA,Wood,Truck,1312
FL,FL,Fertilizers,Truck,86
WY,IA,Fuels,Rail,163314
FL,FL,Wood,Truck,3744
TX,PA,Wood,Truck,222
IN,IN,Grains,Truck,11769
MD,MD,Fertilizers,Truck,71
MO,MO,Wood,Truck,11976
MI,PA,Wood,Truck,1412
TX,TX,Wood,Truck,2403
MN,MN,Grains,Truck,13064
OR,PA,Wood,Truck,1036
TN,VA,Wood,Truck,1779
NY,NY,Wood,Truck,22438
IA,KY,Wood,Truck,37354
FL,KY,Wood,Truck,1223
NJ,CT,Grains,Truck,24411
NE,MA,Wood,Truck,1599
MD,MD,Wood,Truck,49
CA,CA,Grains,Truck,142
NC,NC,Wood,Truck,6967
NY,NY,Wood,Truck,9518
CA,CA,Grains,Air,1376
WI,WI,Wood,Truck,340
FL,FL,Fertilizers,Truck,19836
NJ,NJ,Grains,Truck,78
CA,DE,Fertilizers,Truck,22148
HI,SD,Grains,Air,39
OH,CA,Wood,Truck,6067
MA,NY,Wood,Truck,1913
CT,NJ,Wood,Truck,2304
IN,IN,Grains,Truck,12002
MS,CO,Grains,Truck,13571
ME,ME,Wood,Truck,276
IL,IL,Wood,Truck,1468
OR,MT,Wood,Truck,2328
DE,NJ,Fertilizers,Truck,3896
PA,NJ,Grains,Truck,7532
CA,WA,Wood,Truck,35948
WY,LA,Fuels,Rail,162976
IN,OK,Wood,Truck,342
NV,MT,Wood,Truck,226
GA,IL,Wood,Truck,21170
HI,HI,Grains,Air,482
MN,NC,Fertilizers,Truck,3576
NY,FL,Wood,Truck,3678
TX,CA,Grains,Rail,559540
MI,MI,Wood,Truck,25933
PA,PA,Fertilizers,Truck,328
CA,CA,Wood,Truck,5580
IN,AL,Wood,Truck,2127
LA,LA,Wood,Truck,1879
IL,MN,Fertilizers,Truck,1565
NY,IL,Wood,Truck,4706
KS,KS,Fertilizers,Truck,12899
TX,TX,Wood,Truck,418
IL,IL,Wood,Truck,4744
TN,TN,Wood,Truck,2079
MN,OR,Wood,Truck,2350
MA,NC,Wood,Truck,749
PA,PA,Fertilizers,Truck,7008
TX,MI,Grains,Truck,5102
UT,UT,Fuels,Truck,1148
NV,NV,Wood,Truck,3627
TX,TX,Wood,Truck,24
TX,TX,Fertilizers,Truck,12440
IA,IA,Fertilizers,Truck,10499
IL,IL,Fuels,Truck,1024
OR,OR,Wood,Truck,10
AZ,CA,Fertilizers,Truck,8899
SC,SC,Wood,Truck,5761
FL,GA,Grains,Truck,7463
IL,IN,Grains,Truck,10993
OR,WA,Grains,Truck,79803
TX,TX,Wood,Truck,411
IA,IA,Wood,Truck,264
PA,PA,Fuels,Truck,1569
NE,IL,Wood,Truck,7235
CA,CA,Grains,Truck,18235
TN,FL,Wood,Truck,2130
IN,IN,Grains,Truck,15518
CA,CA,Wood,Truck,4022
OK,NY,Wood,Truck,46902
CA,CA,Wood,Truck,8679
MO,KS,Wood,Truck,12240
IN,IN,Fuels,Truck,28195
NM,TX,Grains,Truck,4871
TX,KS,Fertilizers,Truck,11957
ID,KS,Fertilizers,Rail,235776
IA,OH,Wood,Truck,1731
GA,KY,Wood,Truck,529
VA,VA,Wood,Truck,508
GA,IL,Fertilizers,Truck,48130
TN,MI,Grains,Truck,7093
UT,CA,Wood,Truck,10168
WA,NC,Grains,Air,193
NM,CA,Fertilizers,Rail,40870
OH,OH,Fuels,Truck,1414
NC,MI,Grains,Truck,12368
VA,GA,Wood,Truck,5943
CA,WA,Grains,Truck,1348
NE,NE,Grains,Truck,15784
VA,AL,Grains,Truck,2918
NY,NY,Wood,Truck,29018
NM,CT,Wood,Truck,48446
CO,WY,Fuels,Rail,10801
VA,MD,Fuels,Rail,2021939
PA,PA,Fuels,Truck,1191
CA,WA,Grains,Truck,15045
ID,MT,Fertilizers,Truck,18863
UT,UT,Fuels,Truck,1467
WI,KY,Wood,Truck,73312
IL,CA,Fertilizers,Rail,24024
TN,AL,Grains,Truck,31595
OR,UT,Wood,Truck,4183
WV,OH,Wood,Truck,659
IN,PA,Wood,Truck,1108
AL,AL,Wood,Truck,436
AR,CA,Wood,Truck,2410
KY,KY,Wood,Truck,14123
CA,CA,Wood,Truck,461
TN,TN,Wood,Truck,2682
FL,FL,Grains,Truck,60
ME,ME,Wood,Truck,726
CA,CA,Wood,Truck,6832
DE,GA,Grains,Truck,19673
MA,IL,Wood,Truck,800
MN,TX,Grains,Truck,611
MI,NV,Grains,Truck,4737
MI,MI,Wood,Truck,1726
IN,IN,Fuels,Truck,796
OR,ID,Fertilizers,Rail,53304
WV,WV,Wood,Truck,91
OH,PA,Grains,Truck,24991
IL,NC,Wood,Truck,994
OK,OK,Wood,Truck,1702
IL,CO,Wood,Truck,1239
TX,TX,Wood,Truck,5589
HI,HI,Grains,Air,160
VA,KY,Wood,Truck,1162
NC,FL,Wood,Truck,1143
CO,CO,Fuels,Truck,1341
MI,MI,Grains,Truck,37406
NE,IN,Wood,Truck,8222
MT,MT,Wood,Truck,1506
NC,PA,Grains,Truck,27308
NE,IA,Grains,Truck,15677
FL,PA,Grains,Truck,9131
PA,MD,Wood,Truck,2537
WA,WA,Fertilizers,Truck,7473
CA,CA,Fertilizers,Truck,19980
SD,MN,Grains,Truck,13064
SC,SC,Fertilizers,Truck,20714
UT,FL,Grains,Truck,889
AZ,CA,Grains,Truck,5462
WI,IL,Wood,Truck,27181
KY,TN,Wood,Truck,5469
DE,DE,Wood,Truck,1676
NY,PA,Wood,Truck,5421
KS,PA,Wood,Truck,1329
CA,CA,Grains,Truck,91863
PA,PA,Fuels,Truck,1152
OH,OH,Fuels,Truck,867
OK,TX,Fertilizers,Truck,3326
OH,IL,Fertilizers,Truck,58582
NE,IA,Wood,Truck,27628
AZ,CA,Grains,Truck,44973
PA,MI,Wood,Truck,51335
WA,WA,Wood,Truck,108
KY,GA,Wood,Truck,1
AL,TN,Wood,Truck,855
KS,MO,Grains,Truck,11219
NC,GA,Wood,Truck,1338
WI,IL,Wood,Truck,8998
MA,MA,Wood,Truck,3955
KY,KY,Wood,Truck,5765
NV,CA,Wood,Truck,3916
UT,CO,Grains,Truck,10
IL,OH,Wood,Truck,2134
IA,IA,Wood,Truck,2344
WA,CA,Grains,Truck,923
CA,TX,Grains,Truck,55928
NJ,OH,Wood,Truck,719
AL,AL,Fuels,Truck,1217
CO,CA,Grains,Truck,21149
NC,OH,Grains,Truck,4373
IL,OH,Wood,Truck,783
PA,TN,Wood,Truck,1905
PA,NJ,Wood,Truck,905
OR,OR,Wood,Truck,2328
NV,CA,Wood,Truck,71052
WV,WV,Wood,Truck,58121
LA,NC,Fertilizers,Rail,46475
NC,MN,Grains,Truck,18660
MT,MT,Fuels,Truck,445
DE,NJ,Fertilizers,Truck,12001
SC,FL,Wood,Truck,657
NC,NC,Fertilizers,Truck,15
TX,TX,Wood,Truck,635
NJ,KY,Wood,Truck,11223
PA,OH,Wood,Truck,412
CA,FL,Wood,Air,1075
PA,VA,Wood,Truck,1373
AR,NY,Wood,Truck,3176
ND,PA,Grains,Truck,9998
OK,SD,Fertilizers,Rail,11910
OH,IN,Fertilizers,Truck,3175
MN,IL,Wood,Truck,1238
OK,TX,Wood,Truck,635
FL,PA,Grains,Truck,7325
VA,PA,Wood,Truck,40095
OH,OH,Fuels,Truck,1
IN,IN,Wood,Truck,6483
IA,MN,Wood,Truck,4474
NE,CO,Wood,Truck,497
OK,TX,Fertilizers,Truck,16128
IN,IL,Fertilizers,Truck,11730
MI,MI,Wood,Truck,4
VA,NC,Wood,Truck,32013
TX,IN,Wood,Truck,8891
WA,CA,Fertilizers,Rail,24243
GA,GA,Wood,Truck,15876
CA,CA,Fertilizers,Truck,4197
PA,PA,Fuels,Truck,1352
